CO2 (ppm),Timestamp,Hour,Day,Month
1324.3,2024-07-12 14:29:52,14,12,7
1324.6,2024-07-12 14:29:54,14,12,7
1324.0,2024-07-12 14:29:57,14,12,7
1324.9,2024-07-12 14:29:58,14,12,7
1324.5,2024-07-12 14:30:01,14,12,7
1324.6,2024-07-12 14:30:02,14,12,7
1324.0,2024-07-12 14:30:04,14,12,7
1323.3,2024-07-12 14:30:07,14,12,7
1323.7,2024-07-12 14:30:08,14,12,7
1324.1,2024-07-12 14:30:11,14,12,7
1324.8,2024-07-12 14:30:12,14,12,7
1325.2,2024-07-12 14:30:14,14,12,7
1325.7,2024-07-12 14:30:17,14,12,7
1325.5,2024-07-12 14:30:18,14,12,7
1325.8,2024-07-12 14:30:21,14,12,7
1325.2,2024-07-12 14:30:23,14,12,7
1325.0,2024-07-12 14:30:25,14,12,7
1324.4,2024-07-12 14:30:28,14,12,7
1324.5,2024-07-12 14:30:29,14,12,7
1325.1,2024-07-12 14:30:32,14,12,7
1325.1,2024-07-12 14:30:33,14,12,7
1324.9,2024-07-12 14:30:35,14,12,7
1325.3,2024-07-12 14:30:38,14,12,7
1325.3,2024-07-12 14:30:39,14,12,7
1325.3,2024-07-12 14:30:42,14,12,7
1324.9,2024-07-12 14:30:43,14,12,7
1324.4,2024-07-12 14:30:45,14,12,7
1324.3,2024-07-12 14:30:48,14,12,7
1323.8,2024-07-12 14:30:50,14,12,7
1323.7,2024-07-12 14:30:52,14,12,7
1323.5,2024-07-12 14:30:55,14,12,7
1323.8,2024-07-12 14:30:56,14,12,7
1324.4,2024-07-12 14:30:59,14,12,7
1324.2,2024-07-12 14:31:00,14,12,7
1324.0,2024-07-12 14:31:02,14,12,7
1323.7,2024-07-12 14:31:05,14,12,7
1322.5,2024-07-12 14:31:06,14,12,7
1322.5,2024-07-12 14:31:08,14,12,7
1322.3,2024-07-12 14:31:11,14,12,7
1322.3,2024-07-12 14:31:12,14,12,7
1321.9,2024-07-12 14:31:15,14,12,7
1321.8,2024-07-12 14:31:17,14,12,7
1321.9,2024-07-12 14:31:19,14,12,7
1321.9,2024-07-12 14:31:22,14,12,7
1322.4,2024-07-12 14:31:23,14,12,7
1322.6,2024-07-12 14:31:26,14,12,7
1322.4,2024-07-12 14:31:27,14,12,7
1322.0,2024-07-12 14:31:29,14,12,7
1322.0,2024-07-12 14:31:32,14,12,7
1321.9,2024-07-12 14:31:33,14,12,7
1322.4,2024-07-12 14:31:36,14,12,7
1322.4,2024-07-12 14:31:37,14,12,7
1321.8,2024-07-12 14:31:39,14,12,7
1322.1,2024-07-12 14:31:42,14,12,7
1321.6,2024-07-12 14:31:43,14,12,7
1321.9,2024-07-12 14:31:46,14,12,7
1322.0,2024-07-12 14:31:48,14,12,7
1322.3,2024-07-12 14:31:50,14,12,7
1322.5,2024-07-12 14:31:53,14,12,7
1322.2,2024-07-12 14:31:54,14,12,7
1322.0,2024-07-12 14:31:57,14,12,7
1322.1,2024-07-12 14:31:58,14,12,7
1322.7,2024-07-12 14:32:00,14,12,7
1323.2,2024-07-12 14:32:03,14,12,7
1323.2,2024-07-12 14:32:04,14,12,7
1323.0,2024-07-12 14:32:06,14,12,7
1323.1,2024-07-12 14:32:09,14,12,7
1323.8,2024-07-12 14:32:10,14,12,7
1324.0,2024-07-12 14:32:13,14,12,7
1323.8,2024-07-12 14:32:15,14,12,7
1323.6,2024-07-12 14:32:18,14,12,7
1323.3,2024-07-12 14:32:19,14,12,7
1322.9,2024-07-12 14:32:22,14,12,7
1323.1,2024-07-12 14:32:23,14,12,7
1323.2,2024-07-12 14:32:26,14,12,7
1323.6,2024-07-12 14:32:27,14,12,7
1323.9,2024-07-12 14:32:29,14,12,7
1323.6,2024-07-12 14:32:32,14,12,7
1323.9,2024-07-12 14:32:33,14,12,7
1323.9,2024-07-12 14:32:36,14,12,7
1323.6,2024-07-12 14:32:38,14,12,7
1323.8,2024-07-12 14:32:41,14,12,7
1323.5,2024-07-12 14:32:42,14,12,7
1323.6,2024-07-12 14:32:45,14,12,7
1323.4,2024-07-12 14:32:46,14,12,7
1322.8,2024-07-12 14:32:49,14,12,7
1322.6,2024-07-12 14:32:50,14,12,7
1322.6,2024-07-12 14:32:53,14,12,7
1323.3,2024-07-12 14:32:54,14,12,7
1323.1,2024-07-12 14:32:56,14,12,7
1322.4,2024-07-12 14:32:59,14,12,7
1322.0,2024-07-12 14:33:00,14,12,7
1321.2,2024-07-12 14:33:02,14,12,7
1320.7,2024-07-12 14:33:05,14,12,7
1320.5,2024-07-12 14:33:06,14,12,7
1320.2,2024-07-12 14:33:10,14,12,7
1320.2,2024-07-12 14:33:11,14,12,7
1319.8,2024-07-12 14:33:14,14,12,7
1319.9,2024-07-12 14:33:15,14,12,7
1319.6,2024-07-12 14:33:17,14,12,7
1320.5,2024-07-12 14:33:20,14,12,7
1321.1,2024-07-12 14:33:21,14,12,7
1322.1,2024-07-12 14:33:23,14,12,7
1322.1,2024-07-12 14:33:26,14,12,7
1321.9,2024-07-12 14:33:27,14,12,7
1321.3,2024-07-12 14:33:30,14,12,7
1321.5,2024-07-12 14:33:31,14,12,7
1321.5,2024-07-12 14:33:33,14,12,7
1321.2,2024-07-12 14:33:36,14,12,7
1320.3,2024-07-12 14:33:38,14,12,7
1320.1,2024-07-12 14:33:40,14,12,7
1320.7,2024-07-12 14:33:43,14,12,7
1320.9,2024-07-12 14:33:44,14,12,7
1321.8,2024-07-12 14:33:47,14,12,7
1321.7,2024-07-12 14:33:48,14,12,7
1322.1,2024-07-12 14:33:50,14,12,7
1322.8,2024-07-12 14:33:53,14,12,7
1322.4,2024-07-12 14:33:54,14,12,7
1322.4,2024-07-12 14:33:56,14,12,7
1322.4,2024-07-12 14:33:59,14,12,7
1323.3,2024-07-12 14:34:01,14,12,7
1323.2,2024-07-12 14:34:03,14,12,7
1323.5,2024-07-12 14:34:06,14,12,7
1323.7,2024-07-12 14:34:07,14,12,7
1324.6,2024-07-12 14:34:10,14,12,7
1325.1,2024-07-12 14:34:11,14,12,7
1325.1,2024-07-12 14:34:13,14,12,7
1324.4,2024-07-12 14:34:16,14,12,7
1324.2,2024-07-12 14:34:17,14,12,7
1324.3,2024-07-12 14:34:20,14,12,7
1325.7,2024-07-12 14:34:21,14,12,7
1325.4,2024-07-12 14:34:23,14,12,7
1324.2,2024-07-12 14:34:26,14,12,7
1322.7,2024-07-12 14:34:27,14,12,7
1323.3,2024-07-12 14:34:30,14,12,7
1322.9,2024-07-12 14:34:32,14,12,7
1323.1,2024-07-12 14:34:34,14,12,7
1322.8,2024-07-12 14:34:37,14,12,7
1321.6,2024-07-12 14:34:38,14,12,7
1321.5,2024-07-12 14:34:40,14,12,7
1321.6,2024-07-12 14:34:43,14,12,7
1321.6,2024-07-12 14:34:44,14,12,7
1321.8,2024-07-12 14:34:47,14,12,7
1321.0,2024-07-12 14:34:48,14,12,7
1321.5,2024-07-12 14:34:50,14,12,7
1321.2,2024-07-12 14:34:53,14,12,7
1321.7,2024-07-12 14:34:54,14,12,7
1322.0,2024-07-12 14:34:57,14,12,7
1321.8,2024-07-12 14:34:59,14,12,7
1321.2,2024-07-12 14:35:02,14,12,7
1321.0,2024-07-12 14:35:03,14,12,7
1320.4,2024-07-12 14:35:05,14,12,7
1321.1,2024-07-12 14:35:08,14,12,7
1320.4,2024-07-12 14:35:09,14,12,7
1319.9,2024-07-12 14:35:11,14,12,7
1320.5,2024-07-12 14:35:14,14,12,7
1321.1,2024-07-12 14:35:15,14,12,7
1322.2,2024-07-12 14:35:17,14,12,7
1321.9,2024-07-12 14:35:20,14,12,7
1322.5,2024-07-12 14:35:21,14,12,7
1323.0,2024-07-12 14:35:24,14,12,7
1323.7,2024-07-12 14:35:26,14,12,7
1324.3,2024-07-12 14:35:29,14,12,7
1324.9,2024-07-12 14:35:30,14,12,7
1325.3,2024-07-12 14:35:32,14,12,7
1324.8,2024-07-12 14:35:35,14,12,7
1326.0,2024-07-12 14:35:36,14,12,7
1326.8,2024-07-12 14:35:38,14,12,7
1327.4,2024-07-12 14:35:41,14,12,7
1328.1,2024-07-12 14:35:42,14,12,7
1328.1,2024-07-12 14:35:45,14,12,7
1328.2,2024-07-12 14:35:46,14,12,7
1329.1,2024-07-12 14:35:48,14,12,7
1330.2,2024-07-12 14:35:51,14,12,7
1329.8,2024-07-12 14:35:53,14,12,7
1329.2,2024-07-12 14:35:55,14,12,7
1330.1,2024-07-12 14:35:58,14,12,7
1330.8,2024-07-12 14:35:59,14,12,7
1331.6,2024-07-12 14:36:02,14,12,7
1331.6,2024-07-12 14:36:03,14,12,7
1332.0,2024-07-12 14:36:05,14,12,7
1332.5,2024-07-12 14:36:08,14,12,7
1332.8,2024-07-12 14:36:09,14,12,7
1333.1,2024-07-12 14:36:12,14,12,7
1334.1,2024-07-12 14:36:13,14,12,7
1334.9,2024-07-12 14:36:15,14,12,7
1335.6,2024-07-12 14:36:18,14,12,7
1335.4,2024-07-12 14:36:19,14,12,7
1336.3,2024-07-12 14:36:22,14,12,7
1336.8,2024-07-12 14:36:24,14,12,7
1336.8,2024-07-12 14:36:26,14,12,7
1336.2,2024-07-12 14:36:29,14,12,7
1335.9,2024-07-12 14:36:30,14,12,7
1336.7,2024-07-12 14:36:33,14,12,7
1337.0,2024-07-12 14:36:34,14,12,7
1337.5,2024-07-12 14:36:36,14,12,7
1336.9,2024-07-12 14:36:39,14,12,7
1337.1,2024-07-12 14:36:40,14,12,7
1337.1,2024-07-12 14:36:42,14,12,7
1337.4,2024-07-12 14:36:45,14,12,7
1337.8,2024-07-12 14:36:46,14,12,7
1337.4,2024-07-12 14:36:49,14,12,7
1337.3,2024-07-12 14:36:51,14,12,7
1337.1,2024-07-12 14:36:53,14,12,7
1336.8,2024-07-12 14:36:56,14,12,7
1336.2,2024-07-12 14:36:57,14,12,7
1336.4,2024-07-12 14:37:00,14,12,7
1336.2,2024-07-12 14:37:01,14,12,7
1336.2,2024-07-12 14:37:03,14,12,7
1336.1,2024-07-12 14:37:06,14,12,7
1336.3,2024-07-12 14:37:07,14,12,7
1336.7,2024-07-12 14:37:10,14,12,7
1336.5,2024-07-12 14:37:11,14,12,7
1337.0,2024-07-12 14:37:13,14,12,7
1337.2,2024-07-12 14:37:16,14,12,7
1336.3,2024-07-12 14:37:18,14,12,7
1336.3,2024-07-12 14:37:21,14,12,7
1336.6,2024-07-12 14:37:22,14,12,7
1336.0,2024-07-12 14:37:24,14,12,7
1335.8,2024-07-12 14:37:27,14,12,7
1335.4,2024-07-12 14:37:28,14,12,7
1335.4,2024-07-12 14:37:31,14,12,7
1335.1,2024-07-12 14:37:32,14,12,7
1335.6,2024-07-12 14:37:34,14,12,7
1335.2,2024-07-12 14:37:37,14,12,7
1335.0,2024-07-12 14:37:38,14,12,7
1334.2,2024-07-12 14:37:41,14,12,7
1334.6,2024-07-12 14:37:43,14,12,7
1335.3,2024-07-12 14:37:45,14,12,7
1335.7,2024-07-12 14:37:48,14,12,7
1335.7,2024-07-12 14:37:49,14,12,7
1335.8,2024-07-12 14:37:52,14,12,7
1336.6,2024-07-12 14:37:53,14,12,7
1337.6,2024-07-12 14:37:55,14,12,7
1337.4,2024-07-12 14:37:58,14,12,7
1337.2,2024-07-12 14:37:59,14,12,7
1336.7,2024-07-12 14:38:02,14,12,7
1336.7,2024-07-12 14:38:03,14,12,7
1336.4,2024-07-12 14:38:05,14,12,7
1335.7,2024-07-12 14:38:08,14,12,7
1335.0,2024-07-12 14:38:09,14,12,7
1334.4,2024-07-12 14:38:12,14,12,7
1334.1,2024-07-12 14:38:14,14,12,7
1333.9,2024-07-12 14:38:16,14,12,7
1334.2,2024-07-12 14:38:19,14,12,7
1333.9,2024-07-12 14:38:20,14,12,7
1333.9,2024-07-12 14:38:23,14,12,7
1334.0,2024-07-12 14:38:24,14,12,7
1334.2,2024-07-12 14:38:26,14,12,7
1334.9,2024-07-12 14:38:29,14,12,7
1334.4,2024-07-12 14:38:30,14,12,7
1333.6,2024-07-12 14:38:32,14,12,7
1334.1,2024-07-12 14:38:35,14,12,7
1334.1,2024-07-12 14:38:36,14,12,7
1333.0,2024-07-12 14:38:39,14,12,7
1332.5,2024-07-12 14:38:41,14,12,7
1331.9,2024-07-12 14:38:43,14,12,7
1331.9,2024-07-12 14:38:46,14,12,7
1332.1,2024-07-12 14:38:47,14,12,7
1333.2,2024-07-12 14:38:50,14,12,7
1333.6,2024-07-12 14:38:51,14,12,7
1334.9,2024-07-12 14:38:53,14,12,7
1334.9,2024-07-12 14:38:56,14,12,7
1335.2,2024-07-12 14:38:57,14,12,7
1334.7,2024-07-12 14:39:00,14,12,7
1333.7,2024-07-12 14:39:01,14,12,7
1333.0,2024-07-12 14:39:03,14,12,7
1332.3,2024-07-12 14:39:06,14,12,7
1331.5,2024-07-12 14:39:08,14,12,7
1331.0,2024-07-12 14:39:10,14,12,7
1331.3,2024-07-12 14:39:13,14,12,7
1331.9,2024-07-12 14:39:14,14,12,7
1332.3,2024-07-12 14:39:16,14,12,7
1333.3,2024-07-12 14:39:19,14,12,7
1333.3,2024-07-12 14:39:20,14,12,7
1333.2,2024-07-12 14:39:23,14,12,7
1333.0,2024-07-12 14:39:24,14,12,7
1333.6,2024-07-12 14:39:26,14,12,7
1333.8,2024-07-12 14:39:29,14,12,7
1335.1,2024-07-12 14:39:30,14,12,7
1335.6,2024-07-12 14:39:33,14,12,7
1335.4,2024-07-12 14:39:35,14,12,7
1335.7,2024-07-12 14:39:37,14,12,7
1335.2,2024-07-12 14:39:40,14,12,7
1335.1,2024-07-12 14:39:41,14,12,7
1335.0,2024-07-12 14:39:44,14,12,7
1334.0,2024-07-12 14:39:45,14,12,7
1332.5,2024-07-12 14:39:47,14,12,7
1332.6,2024-07-12 14:39:50,14,12,7
1332.9,2024-07-12 14:39:51,14,12,7
1332.3,2024-07-12 14:39:54,14,12,7
1333.0,2024-07-12 14:39:55,14,12,7
1332.3,2024-07-12 14:39:57,14,12,7
1332.4,2024-07-12 14:40:00,14,12,7
1332.2,2024-07-12 14:40:02,14,12,7
1332.5,2024-07-12 14:40:04,14,12,7
1332.3,2024-07-12 14:40:07,14,12,7
1330.5,2024-07-12 14:40:08,14,12,7
1330.5,2024-07-12 14:40:11,14,12,7
1330.8,2024-07-12 14:40:12,14,12,7
1331.1,2024-07-12 14:40:15,14,12,7
1331.9,2024-07-12 14:40:16,14,12,7
1331.7,2024-07-12 14:40:19,14,12,7
1331.9,2024-07-12 14:40:20,14,12,7
1332.5,2024-07-12 14:40:23,14,12,7
1331.9,2024-07-12 14:40:24,14,12,7
1331.5,2024-07-12 14:40:27,14,12,7
1330.2,2024-07-12 14:40:28,14,12,7
1330.1,2024-07-12 14:40:31,14,12,7
1330.4,2024-07-12 14:40:33,14,12,7
1331.2,2024-07-12 14:40:35,14,12,7
1331.1,2024-07-12 14:40:38,14,12,7
1330.9,2024-07-12 14:40:39,14,12,7
1330.3,2024-07-12 14:40:41,14,12,7
1329.8,2024-07-12 14:40:44,14,12,7
1330.4,2024-07-12 14:40:45,14,12,7
1330.6,2024-07-12 14:40:48,14,12,7
1330.8,2024-07-12 14:40:49,14,12,7
1331.1,2024-07-12 14:40:51,14,12,7
1331.4,2024-07-12 14:40:54,14,12,7
1331.4,2024-07-12 14:40:55,14,12,7
1331.2,2024-07-12 14:40:58,14,12,7
1331.8,2024-07-12 14:41:00,14,12,7
1332.4,2024-07-12 14:41:02,14,12,7
1332.7,2024-07-12 14:41:05,14,12,7
1332.6,2024-07-12 14:41:06,14,12,7
1332.6,2024-07-12 14:41:09,14,12,7
1331.9,2024-07-12 14:41:10,14,12,7
1332.5,2024-07-12 14:41:12,14,12,7
1332.1,2024-07-12 14:41:15,14,12,7
1332.7,2024-07-12 14:41:16,14,12,7
1332.5,2024-07-12 14:41:19,14,12,7
1332.8,2024-07-12 14:41:20,14,12,7
1333.6,2024-07-12 14:41:22,14,12,7
1334.3,2024-07-12 14:41:25,14,12,7
1334.2,2024-07-12 14:41:27,14,12,7
1334.5,2024-07-12 14:41:30,14,12,7
1334.5,2024-07-12 14:41:31,14,12,7
1334.5,2024-07-12 14:41:33,14,12,7
1334.9,2024-07-12 14:41:36,14,12,7
1335.3,2024-07-12 14:41:37,14,12,7
1336.3,2024-07-12 14:41:40,14,12,7
1337.0,2024-07-12 14:41:41,14,12,7
1336.6,2024-07-12 14:41:43,14,12,7
1336.2,2024-07-12 14:41:46,14,12,7
1336.1,2024-07-12 14:41:47,14,12,7
1336.4,2024-07-12 14:41:50,14,12,7
1337.6,2024-07-12 14:41:51,14,12,7
1338.1,2024-07-12 14:41:55,14,12,7
1338.5,2024-07-12 14:41:56,14,12,7
1339.2,2024-07-12 14:41:59,14,12,7
1339.7,2024-07-12 14:42:00,14,12,7
1340.2,2024-07-12 14:42:03,14,12,7
1340.3,2024-07-12 14:42:04,14,12,7
1340.3,2024-07-12 14:42:07,14,12,7
1340.7,2024-07-12 14:42:08,14,12,7
1341.5,2024-07-12 14:42:11,14,12,7
1341.9,2024-07-12 14:42:12,14,12,7
1342.3,2024-07-12 14:42:15,14,12,7
1343.1,2024-07-12 14:42:16,14,12,7
1343.6,2024-07-12 14:42:19,14,12,7
1343.0,2024-07-12 14:42:21,14,12,7
1343.1,2024-07-12 14:42:23,14,12,7
1342.4,2024-07-12 14:42:26,14,12,7
1342.7,2024-07-12 14:42:27,14,12,7
1343.2,2024-07-12 14:42:30,14,12,7
1343.2,2024-07-12 14:42:31,14,12,7
1343.6,2024-07-12 14:42:33,14,12,7
1344.5,2024-07-12 14:42:36,14,12,7
1344.9,2024-07-12 14:42:37,14,12,7
1345.4,2024-07-12 14:42:40,14,12,7
1345.0,2024-07-12 14:42:41,14,12,7
1344.7,2024-07-12 14:42:43,14,12,7
1343.8,2024-07-12 14:42:46,14,12,7
1343.5,2024-07-12 14:42:47,14,12,7
1343.2,2024-07-12 14:42:50,14,12,7
1343.3,2024-07-12 14:42:52,14,12,7
1343.7,2024-07-12 14:42:54,14,12,7
1343.5,2024-07-12 14:42:57,14,12,7
1343.8,2024-07-12 14:42:58,14,12,7
1344.3,2024-07-12 14:43:01,14,12,7
1344.3,2024-07-12 14:43:02,14,12,7
1345.7,2024-07-12 14:43:04,14,12,7
1346.8,2024-07-12 14:43:07,14,12,7
1346.5,2024-07-12 14:43:08,14,12,7
1346.9,2024-07-12 14:43:11,14,12,7
1346.2,2024-07-12 14:43:12,14,12,7
1346.1,2024-07-12 14:43:14,14,12,7
1346.1,2024-07-12 14:43:17,14,12,7
1346.5,2024-07-12 14:43:19,14,12,7
1346.4,2024-07-12 14:43:22,14,12,7
1345.8,2024-07-12 14:43:23,14,12,7
1345.7,2024-07-12 14:43:25,14,12,7
1345.0,2024-07-12 14:43:28,14,12,7
1344.8,2024-07-12 14:43:29,14,12,7
1344.4,2024-07-12 14:43:32,14,12,7
1344.7,2024-07-12 14:43:33,14,12,7
1344.0,2024-07-12 14:43:35,14,12,7
1343.7,2024-07-12 14:43:38,14,12,7
1343.2,2024-07-12 14:43:39,14,12,7
1341.9,2024-07-12 14:43:42,14,12,7
1342.6,2024-07-12 14:43:44,14,12,7
1341.8,2024-07-12 14:43:46,14,12,7
1341.0,2024-07-12 14:43:49,14,12,7
1341.0,2024-07-12 14:43:50,14,12,7
1340.3,2024-07-12 14:43:53,14,12,7
1341.2,2024-07-12 14:43:54,14,12,7
1341.6,2024-07-12 14:43:57,14,12,7
1340.8,2024-07-12 14:43:58,14,12,7
1341.4,2024-07-12 14:44:01,14,12,7
1342.0,2024-07-12 14:44:02,14,12,7
1341.9,2024-07-12 14:44:05,14,12,7
1341.6,2024-07-12 14:44:06,14,12,7
1341.6,2024-07-12 14:44:09,14,12,7
1340.5,2024-07-12 14:44:11,14,12,7
1340.2,2024-07-12 14:44:13,14,12,7
1340.5,2024-07-12 14:44:16,14,12,7
1340.8,2024-07-12 14:44:17,14,12,7
1340.4,2024-07-12 14:44:19,14,12,7
1340.6,2024-07-12 14:44:22,14,12,7
1340.3,2024-07-12 14:44:23,14,12,7
1340.4,2024-07-12 14:44:26,14,12,7
1339.7,2024-07-12 14:44:27,14,12,7
1339.7,2024-07-12 14:44:29,14,12,7
1339.5,2024-07-12 14:44:32,14,12,7
1339.7,2024-07-12 14:44:33,14,12,7
1339.7,2024-07-12 14:44:36,14,12,7
1339.3,2024-07-12 14:44:37,14,12,7
1338.1,2024-07-12 14:44:39,14,12,7
1337.6,2024-07-12 14:44:43,14,12,7
1336.7,2024-07-12 14:44:44,14,12,7
1336.4,2024-07-12 14:44:47,14,12,7
1336.0,2024-07-12 14:44:48,14,12,7
1336.0,2024-07-12 14:44:50,14,12,7
1335.8,2024-07-12 14:44:53,14,12,7
1334.4,2024-07-12 14:44:54,14,12,7
1333.7,2024-07-12 14:44:56,14,12,7
1333.9,2024-07-12 14:44:59,14,12,7
1335.3,2024-07-12 14:45:00,14,12,7
1336.0,2024-07-12 14:45:03,14,12,7
1335.0,2024-07-12 14:45:04,14,12,7
1335.7,2024-07-12 14:45:06,14,12,7
1336.9,2024-07-12 14:45:09,14,12,7
1337.6,2024-07-12 14:45:11,14,12,7
1337.7,2024-07-12 14:45:13,14,12,7
1336.3,2024-07-12 14:45:16,14,12,7
1336.8,2024-07-12 14:45:17,14,12,7
1337.1,2024-07-12 14:45:19,14,12,7
1337.7,2024-07-12 14:45:22,14,12,7
1338.7,2024-07-12 14:45:23,14,12,7
1339.2,2024-07-12 14:45:26,14,12,7
1340.0,2024-07-12 14:45:27,14,12,7
1339.9,2024-07-12 14:45:29,14,12,7
1340.7,2024-07-12 14:45:32,14,12,7
1341.1,2024-07-12 14:45:33,14,12,7
1341.5,2024-07-12 14:45:36,14,12,7
1341.6,2024-07-12 14:45:38,14,12,7
1341.8,2024-07-12 14:45:40,14,12,7
1342.1,2024-07-12 14:45:43,14,12,7
1342.6,2024-07-12 14:45:44,14,12,7
1342.7,2024-07-12 14:45:47,14,12,7
1343.2,2024-07-12 14:45:48,14,12,7
1344.9,2024-07-12 14:45:51,14,12,7
1346.0,2024-07-12 14:45:52,14,12,7
1347.4,2024-07-12 14:45:55,14,12,7
1348.7,2024-07-12 14:45:56,14,12,7
1350.1,2024-07-12 14:45:59,14,12,7
1350.2,2024-07-12 14:46:00,14,12,7
1350.2,2024-07-12 14:46:03,14,12,7
1351.5,2024-07-12 14:46:05,14,12,7
1351.7,2024-07-12 14:46:08,14,12,7
1352.7,2024-07-12 14:46:09,14,12,7
1353.8,2024-07-12 14:46:11,14,12,7
1354.1,2024-07-12 14:46:14,14,12,7
1354.2,2024-07-12 14:46:15,14,12,7
1355.0,2024-07-12 14:46:18,14,12,7
1355.3,2024-07-12 14:46:19,14,12,7
1357.1,2024-07-12 14:46:21,14,12,7
1357.8,2024-07-12 14:46:24,14,12,7
1357.4,2024-07-12 14:46:25,14,12,7
1357.0,2024-07-12 14:46:28,14,12,7
1356.5,2024-07-12 14:46:30,14,12,7
1355.8,2024-07-12 14:46:32,14,12,7
1355.6,2024-07-12 14:46:35,14,12,7
1354.7,2024-07-12 14:46:36,14,12,7
1352.9,2024-07-12 14:46:38,14,12,7
1353.5,2024-07-12 14:46:41,14,12,7
1355.4,2024-07-12 14:46:42,14,12,7
1355.9,2024-07-12 14:46:45,14,12,7
1356.3,2024-07-12 14:46:46,14,12,7
1357.6,2024-07-12 14:46:48,14,12,7
1356.9,2024-07-12 14:46:51,14,12,7
1357.0,2024-07-12 14:46:52,14,12,7
1357.1,2024-07-12 14:46:54,14,12,7
1356.6,2024-07-12 14:46:57,14,12,7
1357.0,2024-07-12 14:46:59,14,12,7
1356.7,2024-07-12 14:47:02,14,12,7
1356.0,2024-07-12 14:47:03,14,12,7
1356.1,2024-07-12 14:47:05,14,12,7
1356.9,2024-07-12 14:47:08,14,12,7
1356.5,2024-07-12 14:47:09,14,12,7
1355.8,2024-07-12 14:47:11,14,12,7
1356.6,2024-07-12 14:47:14,14,12,7
1356.7,2024-07-12 14:47:15,14,12,7
1356.4,2024-07-12 14:47:18,14,12,7
1356.5,2024-07-12 14:47:19,14,12,7
1356.9,2024-07-12 14:47:21,14,12,7
1356.3,2024-07-12 14:47:24,14,12,7
1355.8,2024-07-12 14:47:26,14,12,7
1355.6,2024-07-12 14:47:28,14,12,7
1356.6,2024-07-12 14:47:31,14,12,7
1356.7,2024-07-12 14:47:32,14,12,7
1357.0,2024-07-12 14:47:35,14,12,7
1357.0,2024-07-12 14:47:36,14,12,7
1357.3,2024-07-12 14:47:38,14,12,7
1357.0,2024-07-12 14:47:41,14,12,7
1357.6,2024-07-12 14:47:42,14,12,7
1357.7,2024-07-12 14:47:44,14,12,7
1357.2,2024-07-12 14:47:47,14,12,7
1356.7,2024-07-12 14:47:48,14,12,7
1356.6,2024-07-12 14:47:51,14,12,7
1356.1,2024-07-12 14:47:53,14,12,7
1356.0,2024-07-12 14:47:55,14,12,7
1355.1,2024-07-12 14:47:58,14,12,7
1354.2,2024-07-12 14:47:59,14,12,7
1353.8,2024-07-12 14:48:01,14,12,7
1353.3,2024-07-12 14:48:04,14,12,7
1353.3,2024-07-12 14:48:05,14,12,7
1353.1,2024-07-12 14:48:07,14,12,7
1351.9,2024-07-12 14:48:10,14,12,7
1352.2,2024-07-12 14:48:11,14,12,7
1352.2,2024-07-12 14:48:13,14,12,7
1352.2,2024-07-12 14:48:16,14,12,7
1352.3,2024-07-12 14:48:17,14,12,7
1352.3,2024-07-12 14:48:20,14,12,7
1351.8,2024-07-12 14:48:22,14,12,7
1352.3,2024-07-12 14:48:24,14,12,7
1350.9,2024-07-12 14:48:27,14,12,7
1350.2,2024-07-12 14:48:28,14,12,7
1349.3,2024-07-12 14:48:30,14,12,7
1348.7,2024-07-12 14:48:33,14,12,7
1348.6,2024-07-12 14:48:34,14,12,7
1348.7,2024-07-12 14:48:37,14,12,7
1348.2,2024-07-12 14:48:38,14,12,7
1347.5,2024-07-12 14:48:40,14,12,7
1347.2,2024-07-12 14:48:43,14,12,7
1346.6,2024-07-12 14:48:45,14,12,7
1345.9,2024-07-12 14:48:47,14,12,7
1346.0,2024-07-12 14:48:50,14,12,7
1346.4,2024-07-12 14:48:51,14,12,7
1347.0,2024-07-12 14:48:54,14,12,7
1347.1,2024-07-12 14:48:55,14,12,7
1347.6,2024-07-12 14:48:58,14,12,7
1347.8,2024-07-12 14:48:59,14,12,7
1347.7,2024-07-12 14:49:01,14,12,7
1348.4,2024-07-12 14:49:04,14,12,7
1349.2,2024-07-12 14:49:05,14,12,7
1349.3,2024-07-12 14:49:07,14,12,7
1349.3,2024-07-12 14:49:10,14,12,7
1349.7,2024-07-12 14:49:11,14,12,7
1349.5,2024-07-12 14:49:14,14,12,7
1348.7,2024-07-12 14:49:16,14,12,7
1348.8,2024-07-12 14:49:18,14,12,7
1347.8,2024-07-12 14:49:21,14,12,7
1347.7,2024-07-12 14:49:22,14,12,7
1347.8,2024-07-12 14:49:25,14,12,7
1347.1,2024-07-12 14:49:26,14,12,7
1346.4,2024-07-12 14:49:28,14,12,7
1347.3,2024-07-12 14:49:30,14,12,7
1348.0,2024-07-12 14:49:33,14,12,7
1348.1,2024-07-12 14:49:34,14,12,7
1347.8,2024-07-12 14:49:37,14,12,7
1347.7,2024-07-12 14:49:38,14,12,7
1348.1,2024-07-12 14:49:41,14,12,7
1346.9,2024-07-12 14:49:43,14,12,7
1346.7,2024-07-12 14:49:45,14,12,7
1346.8,2024-07-12 14:49:48,14,12,7
1346.3,2024-07-12 14:49:49,14,12,7
1345.9,2024-07-12 14:49:52,14,12,7
1346.4,2024-07-12 14:49:53,14,12,7
1345.8,2024-07-12 14:49:55,14,12,7
1345.3,2024-07-12 14:49:58,14,12,7
